acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.983,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.294,150133,0.116,0,53vcztj1BV25LVInFViygp,0.146,2,0.296,-17.774,0,"Messiah, HWV 56, Pt. 3: Since by man came death - Chorus",0,1946,0.0381,91.428,0.039,1946
0.986,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.195,170467,0.184,0,54Fxhh4QH4do0KmihPVDla,0.359,5,0.143,-16.483,0,"Messiah, HWV 56, Pt. 2: Surely He hath borne our griefs - Chorus",0,1946,0.0362,77.475,0.0385,1946
0.326,['Manfried Rössner'],0.587,123100,0.159,0,54L8xzU9VFBhH2WY57EmjN,0,7,0.0683,-21.031,1,Kapitel 22 - Karl III. Und Anna von Österreich,0,1946-11-29,0.87,168.973,0.169,1946
0.988,"['Johannes Brahms', 'Isaac Stern']",0.286,426840,0.183,0,54NzP3hETqHn3M9wukKnEo,0.691,11,0.0897,-14.323,0,"IV. Allegro from Piano Trio No. 1 in B Major, Op. 8",0,1946,0.0383,141.634,0.122,1946
0.935,"['Anton Bruckner', 'Bruno Walter', 'Columbia Symphony Orchestra']",0.24,659720,0.175,0,54i3qXyirvCXdbIn4PynJL,0.826,5,0.0423,-17.95,1,"Symphony No. 4 in E-Flat Major, WAB 104 ""Romantic"": III. Scherzo. Bewegt",0,1946,0.0572,90.055,0.13,1946
0.995,['Harishchandra Bali'],0.588,190218,0.322,0,55TL2hPiZUVvR31OdMJl9R,0.911,5,0.415,-10.298,1,Ankhon Mein Chhalke Shabab,0,1946-12-31,0.187,64.897,0.762,1946
0.5,"['Igor Stravinsky', 'Paul Pasquier', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.664,31120,0.264,0,55iajGirarPhiOL5uClTLB,0,5,0.414,-23.928,0,Oedipus Rex - Actus secundus: Le témoin du meurtre sort de l'ombre,0,1946-01-01,0.929,79.615,0.63,1946
0.981,['Satya Chowdhury'],0.374,181093,0.32,0,56KOfwFC0TIzt9fqDiWl3D,0.00618,7,0.658,-13.335,1,Kato Je Byatha Bhulale,0,1946-12-01,0.0449,102.06,0.535,1946
0.532,['Manfried Rössner'],0.652,222500,0.182,0,56Rn2NDNNlVB8BXt5Pxeqa,0,7,0.188,-17.647,1,Kapitel 34 - Karl III. Und Anna von Österreich,0,1946-11-29,0.84,93.643,0.577,1946
0.985,"['Gustav Mahler', 'Bruno Walter']",0.404,205600,0.0849,0,56lWJ2F7IksrSRX0dpsBo0,0,8,0.123,-19.661,1,"Lieder und Gesänge aus der Jugendzeit (Excerpts): Book 3, No. 4, Nicht wiedersehen!",0,1946,0.0661,78.6,0.293,1946
0.986,"['Zohrabai Ambalawali', 'Shyam Kumar']",0.67,189406,0.108,0,57t6VKTlMV231tPl7WGA5m,0,11,0.378,-12.765,1,Pardesi Dola Aaj Milenge,0,1946-12-31,0.411,133.754,0.715,1946
0.995,['Jagmohan Sursagar'],0.511,180743,0.152,0,57wBqYB8UGxstn5T2WmTAG,0.0258,0,0.118,-10.538,1,Prabhu Teri Maya Jo Chahe,0,1946-12-31,0.129,69.903,0.734,1946
0.813,['Franz Waxman'],0.313,335712,0.337,0,57xyKbrx2MBbz2bHvLsVRw,0.512,9,0.071,-11.84,1,Peyton Place (1957) Main Title / Entering Peyton Place / Going to Scholl,0,1946-02-01,0.0335,124.046,0.201,1946
0.993,"['Francisco Canaro', 'Nelly Omar']",0.349,176400,0.253,0,58Dwd54TIlZotUTFPsHAfI,0.341,6,0.171,-11.485,0,Canción Desesperada - Remasterizado,0,1946-03-13,0.0461,180.049,0.429,1946
0.97,['Satya Chowdhury'],0.472,194920,0.224,0,58KDrfL63sBKR7C7b1XcwT,0,4,0.341,-13.783,1,Chhere Dao More,0,1946-12-01,0.036,72.126,0.331,1946
0.874,"['Igor Stravinsky', 'Paul Pasquier', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.612,81200,0.16,0,58ZjZy87mn32fCjThaQBq7,0,0,0.132,-22.938,0,"Oedipus Rex - Actus secundus: Et maintenant, vous allez entendre",0,1946-01-01,0.543,105.241,0.103,1946
0.993,"['Claude Debussy', 'Robert Casadesus']",0.337,176200,0.0208,0,598yLNkV2oSSksryLkW661,0.907,10,0.0867,-32.914,1,"Children's Corner, L. 113: II. Jimbo's Lullaby. Assez modéré",0,1946,0.0453,111.975,0.0634,1946
0.95,"['Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.0791,239453,0.037,0,59olAIpgsy5f10KCv3apxQ,0.0513,11,0.058,-29.518,0,The Firebird (L'oiseau de feu) - Suite (1919): Round Dance of the Princesses,0,1946-01-01,0.0381,80.897,0.105,1946
0.987,"['Frédéric Chopin', 'Arthur Rubinstein']",0.278,437027,0.137,0,5AnNbtnz54r94cd2alxg5I,0.909,1,0.109,-20.132,1,"Scherzo No. 3 in C-Sharp Minor, Op. 39",4,1946,0.0413,63.377,0.088,1946
0.377,['Manfried Rössner'],0.68,120500,0.242,0,5AoxxsP3DZj3MLW7ybYCrE,0,7,0.531,-17.404,1,Kapitel 4 - Karl III. Und Anna von Österreich,0,1946-11-29,0.676,44.515,0.466,1946
0.992,"['Tani', 'Chacha']",0.573,213402,0.0933,0,5BDLPe8tK5WAAcA3OvxnzP,7.23E-05,9,0.198,-12.907,1,Jhum Jhum Kar Aai Jawani,0,1946-12-31,0.234,141.315,0.778,1946
0.996,"['Felix Mendelssohn', 'Vladimir Horowitz']",0.426,135558,0.0207,0,5BPlrdOL7xV6BDcARi6qUV,0.957,9,0.0716,-28.273,1,"Lieder ohne Worte: Spring Song, Op. 62, No. 6",1,1946,0.0461,161.567,0.625,1946
0.775,"['Gustav Mahler', 'Bruno Walter', 'Arnold Michaelis']",0.651,960253,0.132,0,5BUnEGxQWlHOK2QZsOcts7,0,6,0.499,-25.381,1,A Talking Portrait: Bruno Walter in Conversation with Arnold Michaelis,0,1946,0.918,90.065,0.661,1946
0.874,"['Georges Auric', 'Roger Desormières']",0.209,177326,0.451,0,5BWc4URR3KsdZvvCQMurMV,0.837,6,0.338,-10.411,1,Belle retourne auprès de la Bête - Version originale de 1946,0,1946-01-01,0.0389,79.813,0.0998,1946
0.962,"['Ottokar Nováček', 'Jascha Heifetz', 'Bell Telephone Hour Orchestra', 'Donald Voorhees']",0.446,163400,0.422,0,5BosZ34BCLJz9x4fcNg0j1,0.891,2,0.626,-15.246,0,"8 Concert Caprices, Op. 5: No. 4, Perpetuum mobile (Live)",2,1946-01-01,0.042,88.858,0.756,1946
0.963,['Chittoor V. Nagaiah'],0.62,88027,0.57,0,5BpeD1wjDyqaIxrVwZmopc,0.000619,1,0.172,-5.029,1,Sangeetha Njanamu,0,1946-12-31,0.081,81.883,0.845,1946
0.987,"['Johann Sebastian Bach', 'Eugene Istomin', 'Adolf Busch', 'Busch Chamber Players']",0.482,453547,0.215,0,5CAcfYKxVQ62qMR4igzOKj,0.833,7,0.109,-18.133,0,"Keyboard Concert No. 1 in D Minor, BWV 1052: I. Allegro",0,1946,0.0283,102.317,0.274,1946
0.99,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.436,284907,0.0797,0,5CVZUGKvIxOf8zE06qMOoi,0.336,7,0.117,-18.487,0,"Sonata No. 1, BWV 1001, in G Minor: Fugue: Allegro",0,1946,0.0959,83.647,0.908,1946
0.989,"['Franz Schubert', 'Eugene Istomin']",0.388,498813,0.0951,0,5CrXQ8zFdjpjuRKDFcBSmj,0.922,2,0.0784,-24.421,1,"Sonata for Piano in D Major, Op. 53 (D 850): IV. Rondo - Allegro moderato",0,1946,0.0339,123.05,0.153,1946
0.941,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",0.355,837093,0.212,0,5DGa7bMIcRTCbF5wA5z8Rw,0.791,2,0.0305,-17.686,1,Symphony No. 5 in C-Sharp Minor: V. Rondo-Finale,0,1946,0.0433,118.272,0.321,1946
0.965,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.399,247973,0.277,0,5DLfqVjCQ2ymVhZRwcG0M0,0.888,2,0.237,-12.25,1,"Messiah, HWV 56, Pt. 3: The trumpet shall sound - Air",0,1946,0.0332,120.517,0.355,1946
0.986,['Ignacio Corsini'],0.648,174933,0.205,0,5DPZaqLR6PiD5eVPD7eMLt,0.481,7,0.111,-17.012,0,Mama Vieja - Remasterizado,0,1946-06-26,0.0451,94.698,0.624,1946
0.977,"['Giuseppe Verdi', 'Arturo Toscanini']",0.586,138200,0.184,0,5DZXKcAacl64TfSglBmA1R,6.23E-05,8,0.349,-17.366,1,La Traviata: Che è ciò (Waltz-Duet),0,1946,0.158,118.344,0.727,1946
0.98,['Lillian Hayman'],0.313,188808,0.306,0,5EbGmVmJLUk0vrP4ymCTE9,0.00528,5,0.111,-12.557,0,Imitation of Life (1959) Trouble of the World,0,1946-02-01,0.0415,82.937,0.257,1946
0.995,"['Frédéric Chopin', 'Maryla Jonas']",0.336,316133,0.0201,0,5EpfDmnLwJySswKdlpKa0x,0.931,11,0.0852,-23.889,1,"Nocturne in B Major, Op. 32 No. 1",0,1946,0.0595,83.541,0.156,1946
0.964,"['Gaetano Donizetti', 'Andrea Rost', 'Sir Charles Mackerras', 'Royal Philharmonic Orchestra']",0.253,222240,0.0238,0,5FBFrtYuAJeK7zRlFuc1al,0,5,0.102,-25.114,1,"Prendi, per me sei libero from L'elisir d'amore - Voice",0,1946,0.0637,62.301,0.042,1946
0.987,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.14,248667,0.0335,0,5FC69Bh1Vu8YPcnx1wPdYb,0.554,10,0.198,-27.161,1,"Sonata No. 1, BWV 1001, in G Minor: Siciliano",0,1946,0.0504,177.25,0.268,1946
0.987,"['Wolfgang Amadeus Mozart', 'George Szell']",0.398,412133,0.107,0,4kmysWkEAgwXqn25n5TIuX,0.498,4,0.187,-18.785,0,"Violin Sonata in E Minor, K. 304/300c: I. Allegro",0,1947,0.0504,176.59,0.437,1947
0.975,['P L Deshpande'],0.651,158693,0.205,0,4l5ZIUrjNzFaR1F6NOKT9h,0.887,8,0.16,-19.53,1,Ja Ja Ga Sakhi,0,1947-12-31,0.256,113.197,0.531,1947
0.892,"['Ludwig van Beethoven', 'Arturo Toscanini']",0.289,293053,0.184,0,4l5pDuTUQ5OIX5Tw027Bd7,0.861,0,0.118,-14.87,1,"The Creatures of Prometheus, Op. 43: Overture - 1992 Remastered",0,1947,0.0441,152.622,0.328,1947
0.946,['Shrimati Ghosh'],0.38,205512,0.286,0,4lBT8QheHGeYyPvlMzItxd,0.00711,8,0.115,-11.184,1,Do Nigahen Milte Milte,0,1947-01-01,0.038,129.194,0.438,1947
0.843,['The Soft Winds'],0.676,133867,0.414,0,4lTknhkzVsTRnNaHShxSiU,0,11,0.964,-23.831,1,Herb Ellis & Lou Carter,0,1947,0.96,94.467,0.465,1947
0.985,['Gouri Kedar Bhattacharya'],0.368,192987,0.136,0,4lW5yHlPAJFK6xq1joP61U,0.0746,4,0.345,-15.117,0,Jodi Path Cheyechhilo Go Pradip,0,1947-12-01,0.0396,72.271,0.48,1947
0.977,['Hubert Fol'],0.584,238747,0.183,0,4lqQf9hjZZ9EV2ULEQq7W5,0.862,2,0.106,-13.843,0,Always,0,1947,0.0465,134.59,0.658,1947
0.928,['Joe Mooney'],0.613,191347,0.0808,0,4lqSaTwT29uQ4xxiRAc2fy,8.65E-05,3,0.245,-18.948,0,Nancy (With The Laughing Face),0,1947,0.0605,121.129,0.464,1947
0.715,"['Udit Narayan', 'Kavita Krishnamurthy']",0.414,486627,0.482,0,4lqx34QKsH1QutC2YBWxgp,1.44E-05,10,0.0733,-12.568,1,"Baharon Ki Maangi Hui Ek Dua, Pt. 2",0,1947-12-01,0.0431,146.514,0.591,1947
0.99,['Naseem Akhtar'],0.638,153843,0.0435,0,4mDAl2LFK0b2uHDoZTZGPU,2.68E-06,0,0.0873,-12.394,1,Inse Khush Hai Zamana,0,1947-12-31,0.799,172.315,0.888,1947
0.794,"['Aram Khachaturian', 'Woody Herman & His Orchestra']",0.571,152893,0.69,0,4miDw0yMpP649O4lSoC3HY,0.574,0,0.0961,-12.664,1,Sabre Dance from Gayne,1,1947,0.376,87.697,0.686,1947
0.993,['Zohrabai Ambalawali'],0.437,199760,0.0975,0,4ndm5kEGCFbYrbWiRjzmQy,0.879,0,0.0952,-17.98,1,Kya Batayen Kitni Hasrat Dil Ke,0,1947-08-15,0.089,146.317,0.659,1947
0.878,"['Giuseppe Verdi', 'Arturo Toscanini']",0.491,79920,0.0736,0,4oIKbU7rqjZeRE17YnZHoE,0.000128,0,0.255,-26.841,1,Otello: Act II: Eccola,0,1947,0.164,77.817,0.612,1947
0.92,['The Soft Winds'],0.631,324440,0.214,0,4oLM7Dd2D16VQaOEOwsGHr,0.555,0,0.888,-17.624,1,C. Jam Blues,0,1947,0.0577,102.835,0.689,1947
0.99,['Roshan Ara Begum'],0.549,294818,0.324,0,4oz1a2GDkNP4xCA6yOk28m,0.4,1,0.186,-8.458,0,Desh Ki Pur Kaif,0,1947-08-15,0.0431,116.991,0.541,1947
0.991,"['Anima Ghosh', 'Dwijen Chowdhury']",0.549,179699,0.195,0,4p4YQI26vNz0rgvFFQiDn3,2.37E-06,2,0.126,-8.796,1,Abhi Jao Bajariya Se Lao Saiyan,0,1947-12-31,0.238,81.327,0.804,1947
0.995,"['Hameeda Bano', 'A. R. Ojha']",0.623,186572,0.077,0,4pJSM9P3IXKxGqwHqBTvuY,0.000359,2,0.106,-10.207,0,In Ankhiyan Ki Pehchan,0,1947-12-31,0.456,73.462,0.569,1947
0.982,"['Απόστολος Χατζηχρήστος', 'Giannis Papaioannou']",0.592,200017,0.592,0,4pRyqidbPXTaDUk4nCH3Kd,0.0109,2,0.186,-11.271,1,Ξανθειά Σμυρνιωτοπούλα,0,1947-01-01,0.0328,119.287,0.96,1947
0.981,"['Joe E. Brown', 'Cornelius Peeples', 'Porter W. Heaps']",0.624,257827,0.614,0,4ppjuiHyQokX0OmTJqtsl5,2.45E-05,3,0.518,-12.884,1,How To Play Baseball - Hitting - Part 4,0,1947,0.948,55.924,0.563,1947
0.956,"['Avinash', 'Jyotsna Bhole']",0.456,171027,0.391,0,4qLpW7W0RPH9HRdtBPZPux,0.857,4,0.372,-13.292,0,Shubha Mangal Ya Samaya,0,1947-12-31,0.0673,141.407,0.89,1947
0.931,"['Franz Joseph Haydn', 'Isaac Stern', 'Mstislav Rostropovich', 'Jean-Pierre Rampal']",0.639,107573,0.102,0,4qVTsn3u6HFypz07cJwcbf,0.645,0,0.0609,-26.208,1,"London Trio No. 1 in C Major, Hob. IV: 1 - I. Allegro moderato - II. Andante - III. Finale: III. Finale. Vivace",0,1947,0.0775,155.091,0.889,1947
0.972,"['Felix Mendelssohn', 'Arturo Toscanini']",0.447,258267,0.28,0,4r3pALurU8qmKb1Yl5DxBS,0.951,7,0.212,-20.684,0,"A Midsummer Night's Dream, Op. 61: Scherzo. Allegro vivace",0,1947,0.034,135.716,0.649,1947
0.995,['Supriti Ghosh'],0.534,172453,0.171,0,4sWNR9XMj8fIUXofNER66o,0.257,4,0.137,-13.742,1,Jani Jani Tomar Preme Sakal Premer Bani,0,1947-12-01,0.0513,120.444,0.589,1947
0.988,"['Maurice Ravel', 'Robert Casadesus']",0.334,554107,0.254,0,4tRqAmhmTGw4C8HtWALAAQ,0.891,11,0.112,-17.576,1,"Gaspard de la Nuit, M. 55: III. Scarbo",0,1947,0.0402,138.456,0.0382,1947
0.892,['Suraiya'],0.295,181027,0.312,0,4tlyyyRPfI9rMa9KfULToU,0.00447,4,0.164,-9.166,0,Jab Se Chale Gaye Hai Woh,0,1947-08-15,0.0323,83.401,0.459,1947
0.831,"['Ludwig van Beethoven', 'Arturo Toscanini']",0.253,578067,0.406,0,4u7kQWkCsBaMEq6ckQBW9C,0.877,0,0.121,-10.911,1,"Consecration of the House Overture, Op. 124 - 1992 Remastered",0,1947,0.0406,75.729,0.386,1947
0.98,"['Franz Joseph Haydn', 'Isaac Stern', 'Leonard Rose', 'Eugene Istomin']",0.417,343933,0.0645,0,4uljeJ7j3gq3mxSfsfFzsd,0.662,3,0.216,-25.143,1,"Trio No. 10 in E-Flat Major, Hob. XV:10: I. Allegro moderato",0,1947,0.0379,72.647,0.379,1947
0.912,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.242,484933,0.212,0,4ulxWHnQrvaPPH3dHURNfp,0.896,2,0.0968,-14.277,1,"Symphony No. 35 in D Major, K. 385 ""Haffner"": I. Allegro con spirito",0,1947,0.033,150.541,0.218,1947
0.989,['Chittoor V. Nagaiah'],0.675,130827,0.368,0,4umBirUOlv2Z89v4XMsamn,0.738,5,0.344,-6.917,1,Manasa Maayanu Padaka,0,1947-12-31,0.286,72.975,0.887,1947
0.994,['Μαρίκα Φραντζεσκοπούλου'],0.392,181023,0.26,0,4v7mimVnpItRqIHNRLanTR,0,11,0.172,-8.67,0,Πριγκιπιώτισσα,0,1947-01-01,0.0506,99.477,0.474,1947
0.64,['Gene Autry'],0.816,136033,0.544,0,4vUiLyO2DWdogTR7nsvIiQ,0.875,10,0.0734,-9.655,0,Silver Spurs,0,1947-03-28,0.116,102.749,0.96,1947
0.995,"['Maurice Ravel', 'Robert Casadesus']",0.339,300507,0.00913,0,4vVEFjhszA6orr3bMIKoaf,0.913,1,0.0846,-30.956,1,"Miroirs, M. 43: V. La Vallée des cloches",0,1947,0.0607,75.314,0.0445,1947
0.933,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.536,347693,0.185,0,4vZJOcIRMz9UHoQ1pixI6y,0.924,7,0.0812,-17.342,1,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": I. Allegro",0,1947,0.0468,137.499,0.55,1947
0.854,"['Antonio Vivaldi', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.176,287973,0.151,0,4wMiV1Qw6quvcilaQjmdfB,0.676,2,0.0764,-21.319,0,"Concerto for 2 Violins in A Minor, RV 522: II. Larghetto e spirituoso",0,1947,0.0461,123.498,0.039,1947
0.992,['Rafiq Ahmed'],0.518,173308,0.224,0,4woTU4fiSS1qM0utEQVcRY,0.0453,3,0.141,-9.662,1,Apna Ghar Pehchan Bande,0,1947-12-31,0.161,76.8,0.682,1947
0.996,"['Maurice Ravel', 'Robert Casadesus', 'Gaby Casadesus']",0.547,71400,0.158,0,4xCLoYMVZDs3KtipY5l6lz,0.803,0,0.0783,-33.52,1,"Ma mère l'Oye, M. 60: I. Pavane de la Belle au bois dormant",0,1947,0.0549,71.568,0.585,1947
0.974,"['Thomas Moore', 'Eileen Farrell', 'Charles Lichter', 'Columbia Concert Orchestra']",0.362,131027,0.214,0,4y9mAAOKChYpaK9b9mV36s,1.21E-06,4,0.746,-10.816,1,The Minstrel Boy: Irish Air from Golden Book - Remastered,0,1947,0.0376,96.547,0.319,1947
0.993,['Lata Mangeshkar'],0.491,175107,0.253,0,4yvlo7oYlkDx0cXjXSf53i,0.932,0,0.181,-13.948,1,Ek Naye Rang Men Duje Umang Men,0,1947-12-31,0.0788,169.802,0.843,1947
0.98,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.236,329000,0.0327,0,4zAahuchG7l7WFW06aXGeN,0.727,2,0.109,-24.56,0,"Serenade No. 9 in D Major, K. 320 ""Posthorn"": V. Andantino",0,1947,0.0433,101.013,0.0627,1947
0.994,"['Andrés Segovia', 'Johann Sebastian Bach']",0.673,225707,0.12,0,4zYJ5g5Sz3pDtjKkXN5w0M,0.903,4,0.114,-19.488,1,"Cello Suite No. 6 in D Major, BWV 1012: V. Gavotte I-II (arr. A. Segovia)",2,1947,0.0678,75.544,0.494,1947
0.914,"['A. R. Oza', 'Avinash Vyas']",0.587,194987,0.398,0,4zefT6PP07tCzYRcbmOgsm,0.00155,7,0.148,-8.536,0,Pachhe Shamliyoji Bolya,0,1947-12-01,0.061,123.186,0.725,1947
0.62,['Honoré de Balzac'],0.683,122900,0.088,0,50J7PvAXfW8ccU6CHkmAy7,0,7,0.259,-25.547,1,Kapitel 6 - Die läßliche Sünde,0,1947-11-29,0.64,58.715,0.449,1947
0.986,['Suraiya'],0.639,204986,0.16,0,50vacVWNh6kxkgn5oNeHTU,7.56E-06,2,0.288,-10.654,0,Ham Hai Dukhiya Is Duniya Mein,0,1947-12-01,0.048,102.236,0.419,1947
0.885,"['Franz Joseph Haydn', 'Isaac Stern', 'Columbia Symphony Orchestra', 'Columbia Orchestra']",0.549,282560,0.38,0,517ZtxUhJFDejyq2GmbtE4,0.0998,0,0.142,-11.444,1,"Violin Concerto No. 1 in C Major, Hob. VIIa:1: III. Finale. Presto",0,1947,0.0365,106.161,0.745,1947
0.985,['Shamshad Begum'],0.508,231863,0.401,0,52OplOaUgPNeERRf0HYyyK,0.553,1,0.0852,-9.541,1,Loot Jawani Phir Nahin Jani,0,1947-08-15,0.0616,104.795,0.735,1947
0.882,"['Johannes Brahms', 'Isaac Stern', 'Sir Thomas Beecham', 'Royal Philharmonic Orchestra']",0.194,1355640,0.126,0,52eDKUu2Xsd1GPqcgCFuwM,0.503,2,0.143,-16.791,1,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",0,1947,0.044,76.945,0.081,1947
0.993,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.431,419493,0.0241,0,52vmipU0V7LH2X2vsh7kpr,0.915,1,0.105,-25.065,1,"Sonata No. 23 in F Minor for Piano, Op. 57 ""Appassionata"": II. Andante con moto",0,1947,0.0412,97.427,0.201,1947
0.995,"['Avinash', 'Jyotsna Bhole']",0.462,189133,0.259,0,533ifecnWAJyV2TnKhQod8,0.638,4,0.134,-12.975,0,Don Jeevache Prem Bichare,0,1947-12-31,0.0515,127.48,0.66,1947
0.984,['Shamshad Begum'],0.366,188852,0.482,0,54DrqzZjOAVwHsJAsrvRcE,0.0103,9,0.473,-9.067,1,Jisne Jalaya Aashian,0,1947-01-01,0.0437,137.131,0.881,1947
0.732,['David Raskin'],0.159,1181533,0.128,0,54FXuRdpKxTZqzYSd5hUqy,0.768,4,0.149,-22.216,0,Part III: Amber's Theme / Ride / Death / Sickness / Attack / Ordeal,0,1947,0.0371,97.301,0.086,1947
0.952,['Francisco Canaro'],0.633,138907,0.467,0,54aeeS56ndhzYChqdmGh3v,0.907,7,0.349,-9.753,1,La Puñalada - Instrumental (Remasterizado),0,1947-03-15,0.0349,119.969,0.892,1947
0.94,['Hubert Fol'],0.567,140320,0.446,0,54fRsUn9SsSgR6266e8XV2,0.0554,10,0.481,-8.796,1,Making Be-Bop,0,1947,0.107,175.382,0.827,1947
0.996,['Zohrabai Ambalawali'],0.443,147480,0.192,0,55Nmsb3MjuOiy7yWYEt1a5,0.92,6,0.274,-17.022,0,Mohe Banka Balam Lage Pyara,0,1947-12-31,0.161,82.01,0.625,1947
0.993,['Shamshad Begum'],0.402,195059,0.34,0,55ewdkYXOy6CacHqjxppG8,0.229,1,0.187,-7.882,1,Hath Gore Gore Gulabi,0,1947-12-31,0.0939,173.538,0.709,1947
0.995,['Zafar Khurshid'],0.731,178631,0.163,0,56Q2aNM1WWQhXwcWQYbuHk,0.00719,5,0.0943,-9.698,1,Nai Baharen Aai,0,1947-12-31,0.243,123.382,0.843,1947
0.911,"['Max Bruch', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.149,512800,0.265,0,56qNZGOr3Aaj6l40lR5fck,0.191,3,0.229,-14.761,1,"Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio",0,1947,0.0396,102.596,0.0603,1947
0.946,['Manabendra Mukherjee'],0.421,192440,0.341,0,56qsJo6XkUJrvCcdIlW8Bn,0.0208,0,0.351,-18.173,1,Jao Meghdut Dio Priyar Haate,0,1947-12-01,0.0404,126.505,0.384,1947
0.965,['Lead Belly'],0.554,86753,0.446,0,571B5Z1tC8u6GhVBdhEr9D,0.688,7,0.143,-13.002,1,Blind Lemon (Memorial Record),0,1947,0.044,96.644,0.973,1947
0.538,['Asleep At The Wheel'],0.546,195827,0.517,0,57U4sxhiGJ5YVDWjnAyLEV,0.00143,2,0.452,-11.093,0,Choo Choo Ch'Boogie,1,1947,0.0505,164.227,0.779,1947
0.973,['Gouri Kedar Bhattacharya'],0.343,192827,0.0697,0,57rPLjUsf23YzHQmeQlnHC,0.459,1,0.109,-19.141,0,Aaji Milan Nishi,0,1947-12-01,0.0509,73.529,0.316,1947
0.912,"['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.261,317000,0.0607,0,5829G0yclOOhpD41OxSqRD,0.706,0,0.0826,-21.838,1,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": II. Romance. Andante",0,1947,0.041,78.892,0.269,1947
0.995,['Zafar Khurshid'],0.574,199227,0.0884,0,58fufONhMhrVe7UGkxMAWH,0.692,0,0.135,-14.662,0,Aai Nazar Andhere Mein,0,1947-12-31,0.121,67.892,0.706,1947
0.926,['M. S. Subbulakshmi'],0.533,207160,0.516,0,599JN9GoL29I6u78I2riLj,2.02E-06,7,0.18,-9.539,1,Pag Ghunghru Bandh Meera Nachi Re,0,1947-12-05,0.0461,106.238,0.785,1947
0.992,['Dilshad Begum'],0.769,168983,0.151,0,59b0qbFKlb7wtrCR8WRAIo,0.0216,7,0.126,-8.225,0,Mere Dard-E-Dil Ki Duniya Mein,0,1947-12-31,0.0367,101.533,0.663,1947
0.904,['Joe Mooney'],0.702,152840,0.2,0,59iCCHumpd5YtyXJxvPEAB,0,5,0.0863,-14.043,0,A Man With One Million Dollars,0,1947,0.148,98.968,0.88,1947
0.978,['Kusum Mantri'],0.728,191034,0.483,0,5AKcRlmhnvT8DHEy8iR80I,0.00897,0,0.168,-5.886,0,Lelo Roop Jawani,0,1947-12-31,0.0502,113.03,0.93,1947
0.996,['Α.Νταλγκά'],0.454,181023,0.401,0,5AO2wA0ufMS0p3CX8L4DKM,0.0051,9,0.283,-8.843,1,Στους Ποδαράδες μια πολίτισσα,0,1947-01-01,0.0614,78.613,0.584,1947
0.154,['Billy Joe Shaver'],0.78,176800,0.562,0,5AW7KxfECOinwSw4dxvUEm,2.85E-05,6,0.0692,-10.695,1,Georgia On A Fast Train,0,1947,0.0479,123.066,0.877,1947
0.989,['Αντώνης Νταλγκάς'],0.471,186015,0.345,0,5AthRBUfMlCLGoNsChY4La,0.0618,10,0.383,-11.406,1,Σμυρνιά καμωματού,0,1947-01-01,0.0892,90.896,0.644,1947
0.964,['Gouri Kedar Bhattacharya'],0.534,191093,0.179,0,5BcZBmGfC9nTBr0wAxaI53,3.14E-05,8,0.12,-12.638,1,Keno Piya Piya Piya Bale,0,1947-12-01,0.0296,66.812,0.259,1947
0.995,"['Maurice Ravel', 'Robert Casadesus']",0.477,293533,0.041,0,5Bq2Tz5KBbcFH0LkpCB8fa,0.926,4,0.102,-26.685,0,"Le tombeau de Couperin, M. 68: III. Forlane",0,1947,0.0432,82.912,0.116,1947
0.995,['Rajkumari'],0.666,197939,0.225,0,5BxFawPEF6R6TLbE8rLwaF,0.281,11,0.11,-7.791,0,He Chandliya,0,1947-03-27,0.168,162.22,0.78,1947
0.836,['Hubert Fol'],0.601,197707,0.367,0,5C9wSyMI73XKapYw4mCimW,0.149,2,0.104,-12.149,0,A Fine Romance,0,1947,0.0469,101.598,0.8,1947
